system:index,AOD,date,.geo
MCD19A2_A2019002_h24v05_061_2023123155514_01,368.4087591240876,2019-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019002_h24v05_061_2023123155514_03,266.515,2019-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019002_h24v05_061_2023123155514_04,350.255,2019-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019003_h24v05_061_2023123161709_02,321.40000000000003,2019-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019003_h24v05_061_2023123161709_03,189.225,2019-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019003_h24v05_061_2023123161709_04,238.25500000000002,2019-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019006_h24v05_061_2023123171653_03,400.19,2019-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019006_h24v05_061_2023123171653_04,478.24500000000006,2019-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019007_h24v05_061_2023123180402_01,277.275,2019-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019007_h24v05_061_2023123180402_03,349.57664233576645,2019-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019008_h24v05_061_2023123184228_03,415.0,2019-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019009_h24v05_061_2023123185709_01,155.355,2019-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019009_h24v05_061_2023123185709_04,218.485,2019-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019013_h24v05_061_2023123201047_03,287.08,2019-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019013_h24v05_061_2023123201047_04,317.10499999999996,2019-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019015_h24v05_061_2023123204812_03,215.94000000000003,2019-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019015_h24v05_061_2023123204812_04,178.0,2019-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019017_h24v05_061_2023123220530_02,175.66500000000002,2019-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019017_h24v05_061_2023123220530_03,144.85500000000002,2019-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019023_h24v05_061_2023123235421_01,312.245,2019-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019023_h24v05_061_2023123235421_03,331.38000000000005,2019-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019024_h24v05_061_2023124000842_03,395.3733333333333,2019-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019024_h24v05_061_2023124000842_04,286.86,2019-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019025_h24v05_061_2023124002756_01,421.275,2019-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019025_h24v05_061_2023124002756_04,435.38095238095235,2019-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019026_h24v05_061_2023124004645_02,313.06,2019-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019026_h24v05_061_2023124004645_03,212.91000000000003,2019-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019027_h24v05_061_2023124010016_03,153.45,2019-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019027_h24v05_061_2023124010016_04,216.26000000000002,2019-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019028_h24v05_061_2023124011249_02,174.955,2019-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019028_h24v05_061_2023124011249_04,142.0,2019-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019029_h24v05_061_2023124012539_03,127.97000000000001,2019-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019029_h24v05_061_2023124012539_04,306.0,2019-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019032_h24v05_061_2023124020548_01,1046.13,2019-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019032_h24v05_061_2023124020548_03,763.9066666666666,2019-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019033_h24v05_061_2023124022857_02,447.395,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019033_h24v05_061_2023124022857_03,363.72999999999996,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019034_h24v05_061_2023124030219_01,224.52,2019-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019034_h24v05_061_2023124030219_03,186.205,2019-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019034_h24v05_061_2023124030219_04,316.065,2019-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019036_h24v05_061_2023124041306_04,398.6814159292035,2019-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019039_h24v05_061_2023124062847_01,537.5912408759124,2019-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019039_h24v05_061_2023124062847_03,443.76000000000005,2019-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019040_h24v05_061_2023124071600_03,203.99,2019-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019040_h24v05_061_2023124071600_04,184.79500000000002,2019-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019041_h24v05_061_2023124075131_01,213.705,2019-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019041_h24v05_061_2023124075131_04,273.84000000000003,2019-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019042_h24v05_061_2023124082545_02,506.0733333333333,2019-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019042_h24v05_061_2023124082545_03,373.01,2019-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019046_h24v05_061_2023124110753_01,506.26,2019-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019046_h24v05_061_2023124110753_03,366.245,2019-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019047_h24v05_061_2023124112120_03,286.575,2019-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019047_h24v05_061_2023124112120_04,322.75,2019-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019050_h24v05_061_2023124130633_01,372.25663716814154,2019-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019050_h24v05_061_2023124130633_04,614.1666666666666,2019-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019053_h24v05_061_2023124135355_02,229.32000000000002,2019-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019053_h24v05_061_2023124135355_04,180.88000000000002,2019-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019054_h24v05_061_2023124141143_04,360.0,2019-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019055_h24v05_061_2023124143106_01,381.325,2019-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019055_h24v05_061_2023124143106_03,398.68,2019-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019056_h24v05_061_2023124151516_03,450.84126984126976,2019-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019056_h24v05_061_2023124151516_04,470.8266666666667,2019-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019058_h24v05_061_2023124154530_02,416.16499999999996,2019-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019058_h24v05_061_2023124154530_03,331.94000000000005,2019-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019059_h24v05_061_2023124163052_04,330.71333333333337,2019-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019063_h24v05_061_2023124174511_03,322.925,2019-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019063_h24v05_061_2023124174511_04,379.34,2019-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019064_h24v05_061_2023124180544_01,173.42,2019-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019064_h24v05_061_2023124180544_03,270.68,2019-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019065_h24v05_061_2023124183502_02,190.185,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019065_h24v05_061_2023124183502_03,203.6,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019066_h24v05_061_2023124185409_03,369.78,2019-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019066_h24v05_061_2023124185409_04,465.57,2019-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019068_h24v05_061_2023124195042_03,153.35,2019-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019068_h24v05_061_2023124195042_04,223.15999999999997,2019-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019069_h24v05_061_2023124203707_02,234.77499999999998,2019-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019071_h24v05_061_2023124213402_01,472.76499999999993,2019-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019071_h24v05_061_2023124213402_03,378.745,2019-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019074_h24v05_061_2023124224247_02,368.07,2019-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019074_h24v05_061_2023124224247_03,311.62,2019-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019075_h24v05_061_2023124231949_03,233.3795620437956,2019-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019075_h24v05_061_2023124231949_04,358.5929203539823,2019-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019076_h24v05_061_2023124234723_02,350.51,2019-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019076_h24v05_061_2023124234723_04,286.15000000000003,2019-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019079_h24v05_061_2023125011543_03,308.71,2019-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019079_h24v05_061_2023125011543_04,344.76,2019-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019080_h24v05_061_2023125014322_01,283.16,2019-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019080_h24v05_061_2023125014322_03,355.69841269841265,2019-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019081_h24v05_061_2023125024455_02,239.105,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019081_h24v05_061_2023125024455_03,270.46,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019083_h24v05_061_2023125040341_03,394.0,2019-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019084_h24v05_061_2023125042855_03,209.70499999999998,2019-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019084_h24v05_061_2023125042855_04,291.14,2019-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019085_h24v05_061_2023125044707_02,277.16,2019-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019085_h24v05_061_2023125044707_04,238.69999999999996,2019-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019086_h24v05_061_2023125050007_03,321.5,2019-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019087_h24v05_061_2023125051841_01,407.91,2019-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019087_h24v05_061_2023125051841_03,548.0,2019-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019089_h24v05_061_2023125061854_01,531.0,2019-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019089_h24v05_061_2023125061854_04,372.255,2019-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019090_h24v05_061_2023125064615_02,313.025,2019-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019090_h24v05_061_2023125064615_03,183.30999999999997,2019-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019091_h24v05_061_2023125071300_03,126.83,2019-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019091_h24v05_061_2023125071300_04,137.7,2019-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019092_h24v05_061_2023125073651_02,298.0,2019-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019092_h24v05_061_2023125073651_04,184.21499999999997,2019-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019093_h24v05_061_2023125083426_03,266.2933333333333,2019-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019093_h24v05_061_2023125083426_04,297.935,2019-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019094_h24v05_061_2023125090026_01,432.75912408759126,2019-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019095_h24v05_061_2023125092006_03,317.385,2019-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019095_h24v05_061_2023125092006_04,325.61,2019-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019096_h24v05_061_2023125093506_01,269.885,2019-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019096_h24v05_061_2023125093506_03,355.69000000000005,2019-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019097_h24v05_061_2023125102312_03,340.0,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019097_h24v05_061_2023125102312_04,245.99,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019098_h24v05_061_2023125110316_01,192.07000000000002,2019-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019098_h24v05_061_2023125110316_03,185.26,2019-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019098_h24v05_061_2023125110316_04,329.695,2019-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019099_h24v05_061_2023125112700_02,487.66,2019-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019099_h24v05_061_2023125112700_03,266.67,2019-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019099_h24v05_061_2023125112700_04,373.095,2019-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019100_h24v05_061_2023125114658_03,145.33,2019-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019100_h24v05_061_2023125114658_04,193.94,2019-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019101_h24v05_061_2023125121305_04,425.5466666666666,2019-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019105_h24v05_061_2023125142916_01,405.615,2019-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019105_h24v05_061_2023125142916_04,405.0,2019-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019108_h24v05_061_2023125152059_02,450.955,2019-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019108_h24v05_061_2023125152059_04,300.42,2019-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019109_h24v05_061_2023125161555_03,238.87,2019-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019109_h24v05_061_2023125161555_04,344.59999999999997,2019-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019110_h24v05_061_2023125163900_01,311.5,2019-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019111_h24v05_061_2023125170915_03,291.885,2019-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019111_h24v05_061_2023125170915_04,265.14,2019-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019112_h24v05_061_2023125172347_01,318.9,2019-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019112_h24v05_061_2023125172347_03,339.95,2019-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019113_h24v05_061_2023125182217_02,453.61499999999995,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019113_h24v05_061_2023125182217_03,510.8253968253968,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019115_h24v05_061_2023125191017_02,844.31,2019-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019116_h24v05_061_2023125192600_03,464.40000000000003,2019-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019116_h24v05_061_2023125192600_04,508.77,2019-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019117_h24v05_061_2023125200044_02,704.9900000000001,2019-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019118_h24v05_061_2023125203424_03,374.1549999999999,2019-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019118_h24v05_061_2023125203424_04,370.33500000000004,2019-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019119_h24v05_061_2023125211047_03,571.0,2019-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019120_h24v05_061_2023125215249_04,474.0,2019-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019121_h24v05_061_2023125220717_01,224.19500000000002,2019-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019121_h24v05_061_2023125220717_04,267.36,2019-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019122_h24v05_061_2023125224307_02,417.885,2019-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019122_h24v05_061_2023125224307_03,391.24,2019-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019123_h24v05_061_2023125231417_03,261.125,2019-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019123_h24v05_061_2023125231417_04,297.13,2019-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019124_h24v05_061_2023125235531_02,254.075,2019-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019124_h24v05_061_2023125235531_04,160.63000000000002,2019-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019125_h24v05_061_2023126002322_03,190.245,2019-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019125_h24v05_061_2023126002322_04,238.84999999999997,2019-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019126_h24v05_061_2023126005630_01,203.76,2019-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019126_h24v05_061_2023126005630_03,195.07,2019-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019127_h24v05_061_2023126013130_03,277.0,2019-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019127_h24v05_061_2023126013130_04,291.255,2019-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019128_h24v05_061_2023126021427_01,277.815,2019-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019128_h24v05_061_2023126021427_03,318.81,2019-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019129_h24v05_061_2023126025104_02,477.195,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019129_h24v05_061_2023126025104_03,489.46000000000004,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019130_h24v05_061_2023126031745_01,337.12999999999994,2019-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019130_h24v05_061_2023126031745_03,302.97,2019-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019130_h24v05_061_2023126031745_04,417.235,2019-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019131_h24v05_061_2023126035352_02,541.205,2019-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019131_h24v05_061_2023126035352_04,462.0,2019-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019132_h24v05_061_2023126045831_03,364.475,2019-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019132_h24v05_061_2023126045831_04,328.015,2019-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019133_h24v05_061_2023126051444_02,841.3503649635037,2019-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019134_h24v05_061_2023126060039_03,300.855,2019-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019134_h24v05_061_2023126060039_04,328.24,2019-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019138_h24v05_061_2023126081559_02,326.70000000000005,2019-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019138_h24v05_061_2023126081559_03,300.14,2019-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019139_h24v05_061_2023126085120_03,254.685,2019-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019139_h24v05_061_2023126085120_04,239.99500000000003,2019-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019140_h24v05_061_2023126093336_02,267.16,2019-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019140_h24v05_061_2023126093336_04,193.98,2019-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019141_h24v05_061_2023126100958_03,169.105,2019-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019141_h24v05_061_2023126100958_04,218.76999999999998,2019-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019142_h24v05_061_2023126104843_01,407.56204379562047,2019-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019143_h24v05_061_2023126111544_03,513.3492063492064,2019-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019143_h24v05_061_2023126111544_04,453.51000000000005,2019-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019145_h24v05_061_2023126122747_02,196.495,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019145_h24v05_061_2023126122747_03,157.34,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019146_h24v05_061_2023126125352_01,151.03,2019-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019146_h24v05_061_2023126125352_03,150.52,2019-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019146_h24v05_061_2023126125352_04,271.41,2019-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019147_h24v05_061_2023126132446_02,283.3,2019-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019147_h24v05_061_2023126132446_03,128.63636363636363,2019-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019147_h24v05_061_2023126132446_04,106.585,2019-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019148_h24v05_061_2023126135621_03,161.015,2019-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019148_h24v05_061_2023126135621_04,172.215,2019-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019149_h24v05_061_2023126143520_02,245.73000000000002,2019-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019149_h24v05_061_2023126143520_04,193.70000000000002,2019-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019150_h24v05_061_2023126152839_03,250.45000000000002,2019-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019150_h24v05_061_2023126152839_04,265.82,2019-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019151_h24v05_061_2023126155436_01,259.76500000000004,2019-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019151_h24v05_061_2023126155436_03,283.82000000000005,2019-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019152_h24v05_061_2023126162336_03,428.02,2019-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019152_h24v05_061_2023126162336_04,385.695,2019-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019153_h24v05_061_2023126165242_01,359.68,2019-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019153_h24v05_061_2023126165242_04,466.48,2019-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019154_h24v05_061_2023126173005_02,653.1949999999999,2019-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019154_h24v05_061_2023126173005_03,493.95,2019-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019155_h24v05_061_2023126181000_04,755.0,2019-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019156_h24v05_061_2023126185311_02,495.695,2019-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019156_h24v05_061_2023126185311_04,426.05333333333334,2019-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
MCD19A2_A2019158_h24v05_061_2023126195631_01,285.85999999999996,2019-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
