Date,Average of Temp_2m (celsius),Average of wind_speed,Average of relative_humidity %
8/5/2020,35.15700175,1.767690799,41.30332947
8/6/2020,35.03305461,1.966037488,43.54751587
8/7/2020,34.72744142,2.899820682,49.15641785
8/8/2020,33.78254598,1.598691201,61.44894918
8/9/2020,30.65452982,0.925810518,71.64838155
8/10/2020,32.82643535,1.165563046,65.48299154
8/11/2020,32.4735555,2.193548787,64.2712911
8/12/2020,34.02404684,2.219014344,61.92611694
8/13/2020,32.54796753,1.718220485,69.68200684
8/14/2020,29.70591634,2.14932803,82.23899841
8/15/2020,32.92384237,1.441901009,65.8455658
8/16/2020,33.07730001,1.909805008,69.44190979
8/17/2020,33.68200073,2.024469328,69.05220032
8/18/2020,31.29088237,1.295218095,70.14185588
8/19/2020,28.0824117,2.252715472,80.60801188
8/20/2020,25.56336873,2.77040236,92.54519145
8/21/2020,28.55999146,1.518774022,76.20605469
8/22/2020,32.08223368,2.421885208,61.16045634
8/23/2020,32.69082032,1.807570908,59.55930074
8/24/2020,32.85130209,1.748727492,62.40737915
8/25/2020,30.11994324,1.699427151,79.79105632
8/26/2020,26.11020814,1.020024433,83.7584432
8/27/2020,24.74118449,1.725314316,92.64033
8/28/2020,27.46993408,0.925820966,74.66341654
8/29/2020,30.6032959,1.469596828,63.75109355
8/30/2020,31.98568625,1.27523815,53.11704
8/31/2020,25.26831461,1.74605133,88.65796407
9/1/2020,26.13378804,2.160398072,84.27818298
9/2/2020,27.56399943,1.817354815,82.22025553
9/3/2020,28.31767171,1.659292349,81.12823486
9/4/2020,27.41231181,1.742979507,81.79659525
9/5/2020,30.79493612,1.205387348,66.27512614
9/6/2020,30.86516215,1.881281178,66.6314443
9/7/2020,29.40340067,2.204618149,64.27513123
9/8/2020,30.86065064,1.549409431,55.57436625
9/9/2020,31.51299438,1.385721867,54.96449788
9/10/2020,31.02733256,1.757282972,50.49570719
9/11/2020,31.54536336,1.214620212,47.44918823
9/12/2020,32.12371216,1.981940586,50.87221781
9/13/2020,32.11471965,1.257484145,52.53677368
9/14/2020,32.39870605,1.254569649,50.54674784
9/15/2020,32.1273234,2.834006168,46.5683492
9/16/2020,32.22042237,1.779449617,46.68851217
9/17/2020,32.37584329,2.546065469,35.57088216
9/18/2020,32.25615336,2.0579991,34.51342265
9/19/2020,32.74991252,1.965339474,31.24509176
9/20/2020,32.30471191,2.885810235,20.44303894
9/21/2020,32.04328309,1.421866203,22.66667684
9/22/2020,32.53083192,1.568416916,20.76115926
9/23/2020,32.07750854,1.98388312,30.78310649
9/24/2020,32.20603841,2.613632741,31.76035563
9/25/2020,31.75537008,1.516933721,31.92637126
9/26/2020,28.92734172,1.142980404,38.46674601
9/27/2020,31.16107076,1.393601956,22.518514
9/28/2020,31.26366069,1.410608375,18.03456624
9/29/2020,31.15255127,2.102129329,16.02040609
9/30/2020,30.72083435,1.75626225,14.6992747
10/1/2020,30.95581462,3.029974193,14.12231445
10/2/2020,30.09833375,2.591090945,15.56173706
10/3/2020,30.44618123,2.729823684,14.97609456
10/4/2020,29.87572021,1.529245064,16.34024048
10/5/2020,30.00875854,2.962533938,13.62591553
10/6/2020,29.59354554,1.109277954,14.39231872
10/7/2020,30.10003052,1.733868851,16.96647644
10/8/2020,30.05814514,1.792549597,24.08973694
10/9/2020,30.02410279,1.59612659,22.60884603
10/10/2020,30.21044312,1.790386822,23.83074443
10/11/2020,29.71772156,1.932496328,15.88371277
10/12/2020,29.72227885,1.150884118,18.55812073
10/13/2020,27.58933715,2.416764874,22.32971191
10/14/2020,28.59971517,2.67478699,10.87259928
10/15/2020,28.57339478,2.272233815,11.2159729
10/16/2020,28.34432984,2.050844403,11.02215576
10/17/2020,27.98040924,1.309901918,10.46924591
10/18/2020,27.01567993,2.502175016,13.13598633
10/19/2020,26.97387086,1.666997984,17.33718872
10/20/2020,26.46237183,1.453023541,14.44894409
10/21/2020,27.04112142,1.33280121,15.54044088
10/22/2020,26.31806844,1.876931887,20.3208669
10/23/2020,25.73460542,0.921660309,13.64589691
10/24/2020,26.04777222,1.947231952,11.84609985
10/25/2020,22.81541341,2.972016809,36.29188538
10/26/2020,24.56488037,2.609776075,14.81512451
10/27/2020,25.09209085,1.927508135,17.06644694
10/28/2020,24.06595001,1.392294471,14.30408478
10/29/2020,24.62878825,1.459353354,18.0225118
10/30/2020,24.37211508,2.721275151,18.12156677
10/31/2020,24.24088441,1.885259468,12.70802816
11/1/2020,24.9828481,1.674753059,15.45336405
11/2/2020,25.73264465,1.729018892,13.50985209
11/3/2020,24.25509033,1.656918507,17.43067424
11/4/2020,23.7999003,1.438368748,19.07190959
11/5/2020,23.4764801,1.346132162,4.73438263
11/6/2020,23.23323975,2.558534409,13.68301392
11/7/2020,22.18696747,2.487342325,20.59337616
11/8/2020,22.78648784,1.015256173,19.81801351
11/9/2020,21.92229614,1.201495571,22.29334513
11/10/2020,21.10681559,1.018022849,25.44151306
11/11/2020,22.49697266,1.20349048,29.49467977
11/12/2020,21.77796835,1.190038202,34.10357157
11/13/2020,21.3538147,1.207216576,22.63656616
11/14/2020,19.5284668,1.809339483,46.3575236
11/15/2020,13.30310465,3.10909586,86.19232178
11/16/2020,15.19619141,0.308630169,76.31693522
11/17/2020,17.7226298,2.584966999,53.08202108
11/18/2020,18.74098613,0.983687262,39.44544474
11/19/2020,16.78848674,1.431262662,55.5065918
11/20/2020,17.01375223,3.728699657,36.9401296
11/21/2020,17.19947713,2.659395725,31.49551392
11/22/2020,15.42633462,1.138486411,47.83930461
11/23/2020,13.24421082,3.459913422,75.20467122
11/24/2020,13.21412048,2.217337108,79.12114461
11/25/2020,13.00608215,0.933487895,85.04150391
11/26/2020,15.43019002,2.567213912,68.20823669
11/27/2020,17.68368428,2.077133774,43.47890218
11/28/2020,19.17184346,1.95760773,36.21945699
11/29/2020,19.10484721,1.015222805,33.13741048
11/30/2020,19.97983195,1.356310839,37.5428772
12/1/2020,20.71223857,1.377051322,38.37064107
12/2/2020,20.96999003,2.199511105,35.75047811
12/3/2020,21.12439372,1.174001498,37.38705953
12/4/2020,19.81232605,0.826719532,35.07077535
12/5/2020,19.39651388,0.902280218,45.1738739
12/6/2020,19.2083374,0.910185802,52.66240438
12/7/2020,17.88791301,1.349350484,59.49605306
12/8/2020,13.15459595,1.746564709,88.08034261
12/9/2020,16.52407735,1.917346843,73.21172078
12/10/2020,17.66242879,2.108354731,59.86302694
12/11/2020,15.93597819,1.068294318,66.71953837
12/12/2020,12.05284526,1.355970613,83.3283488
12/13/2020,13.95895284,1.205782545,67.38273621
12/14/2020,13.02919921,0.61429044,67.33222961
12/15/2020,11.94465535,2.114830656,67.31608073
12/16/2020,12.34743143,1.874992521,58.96619161
12/17/2020,12.57783407,2.248201409,41.98160807
12/18/2020,13.88635661,2.169944674,33.4223938
12/19/2020,14.26426595,1.775379027,30.83760579
12/20/2020,15.87042644,1.588914388,30.90438843
12/21/2020,17.24743042,1.77088993,41.98371887
12/22/2020,17.81793619,1.795469227,45.08743286
12/23/2020,16.68118184,0.630951403,40.44448852
12/24/2020,15.96249287,1.081266253,39.6005249
12/25/2020,14.99179485,1.361130244,48.33516439
12/26/2020,14.86946513,0.873193832,41.88049316
12/27/2020,11.94469095,1.271876467,69.25819397
12/28/2020,11.58831685,1.461113388,66.56229655
12/29/2020,12.34323527,1.961784451,62.81799316
12/30/2020,14.38277079,1.741258102,46.17881775
12/31/2020,15.12592467,2.159360121,33.56737773
1/1/2021,15.75807597,0.76673292,31.37156169
1/2/2021,15.21386617,1.166070758,38.05371602
1/3/2021,14.20117594,3.477325152,62.36501058
1/4/2021,14.86461283,2.101510234,71.17647807
1/5/2021,12.89698689,2.402125369,84.53849792
1/6/2021,13.1043335,1.052639023,85.42068481
1/7/2021,14.7100413,1.183419139,62.98698425
1/8/2021,12.34312846,0.599951506,83.55796814
1/9/2021,13.11781718,2.149581339,61.51807149
1/10/2021,14.33596191,1.91357226,55.1016744
1/11/2021,14.30955911,1.686826316,52.4319458
1/12/2021,14.62364095,1.876304792,40.5430603
1/13/2021,14.63022766,1.60560206,38.30510457
1/14/2021,13.98543193,0.924147846,50.90970357
1/15/2021,13.80319112,0.824084692,57.78414408
1/16/2021,14.11575724,1.411493722,63.38322957
1/17/2021,14.11123555,2.152416204,55.41196187
1/18/2021,13.9513794,0.892681183,69.53704834
1/19/2021,16.20443115,2.205786854,44.30730184
1/20/2021,16.13894042,2.83518461,33.63716125
1/21/2021,16.94433493,1.606422341,26.03246053
1/22/2021,15.08695374,2.612426696,43.88524373
1/23/2021,12.06700033,2.020250733,72.82483419
1/24/2021,14.85025939,1.851088834,51.53312683
1/25/2021,15.93594259,1.530753141,43.34790548
1/26/2021,15.84293518,1.37771841,32.00968424
1/27/2021,16.08389689,2.274679296,31.09247843
1/28/2021,16.29310507,1.327066483,28.00313314
1/29/2021,14.90146281,1.929323903,33.76396179
1/30/2021,15.81870422,2.039230797,20.59331258
1/31/2021,16.12418011,0.987252261,31.05466207
2/1/2021,17.43018493,1.955768339,32.08750407
2/2/2021,15.82707113,1.852666904,40.96773783
2/3/2021,16.63454081,1.642142342,44.069163
2/4/2021,14.87669779,2.51319284,49.78139242
2/5/2021,15.51226705,1.558994984,55.33681234
2/6/2021,15.4811086,2.262390051,52.55889893
2/7/2021,16.88842672,1.804965063,37.48112996
2/8/2021,18.37279663,1.421305419,50.08692423
2/9/2021,17.77760214,1.351901022,55.87608337
2/10/2021,19.46252339,1.706390725,48.53228251
2/11/2021,20.01043091,1.671705851,36.85831706
2/12/2021,19.45345459,1.431644434,33.97061666
2/13/2021,19.1144043,1.050794836,34.23815409
2/14/2021,19.45365804,2.021620146,45.06912231
2/15/2021,19.73184611,1.231937384,37.22623189
2/16/2021,20.82264099,1.464031921,25.03349304
2/17/2021,20.69395853,1.359180084,23.46911112
2/18/2021,20.77190043,1.758503395,31.25394185
2/19/2021,20.84023946,1.413029316,30.1015981
2/20/2021,20.01950989,1.89270581,45.37045797
2/21/2021,20.81519979,2.281845431,31.43750509
2/22/2021,21.14663595,1.063677199,45.63852946
2/23/2021,22.37301025,1.845967081,38.63502502
2/24/2021,23.59634298,1.227864266,19.99204
2/25/2021,23.47532553,1.607951459,25.33988953
2/26/2021,20.92349142,2.482839449,51.72851562
2/27/2021,17.19343974,1.964418085,69.46474711
2/28/2021,19.96537171,2.030878961,40.10851542
3/1/2021,21.16060792,2.82284493,25.2011617
3/2/2021,21.80585124,3.027495684,15.68992615
3/3/2021,22.84527487,1.825184832,21.37781779
3/4/2021,24.02849121,1.155874634,10.23233032
3/5/2021,22.82605386,3.243787651,14.59452311
3/6/2021,22.72272644,0.741792932,16.49920146
3/7/2021,22.83179627,2.131758193,34.70876058
3/8/2021,21.23006592,1.121605999,43.78707886
3/9/2021,24.38648885,1.139208253,15.21273295
3/10/2021,22.98752747,2.465916175,25.22270203
3/11/2021,17.05825194,3.665466903,66.97072347
3/12/2021,17.50440369,3.611745956,68.97000631
3/13/2021,21.01066487,2.293356945,44.24570719
3/14/2021,18.19477234,3.577051666,58.51605733
3/15/2021,21.72330627,2.101766607,46.4323171
3/16/2021,23.68599854,1.510795748,34.66092428
3/17/2021,25.17511902,1.265174659,18.76785278
3/18/2021,25.8303772,1.846597592,14.01596069
3/19/2021,25.85360872,2.450686872,6.743011475
3/20/2021,25.52443849,2.544200749,8.27041626
3/21/2021,20.5367981,1.583245146,57.96516418
3/22/2021,15.63753662,2.74686947,87.458903
3/23/2021,17.451415,6.946909075,80.24325053
3/24/2021,19.29527689,1.541892942,55.37226359
3/25/2021,21.44431966,2.681310125,49.63727315
3/26/2021,24.15087789,2.027121928,28.72342428
3/27/2021,25.24230347,2.242803361,41.09832764
3/28/2021,28.3018687,1.703773373,17.51528422
3/29/2021,24.28357848,2.274386789,53.19226583
3/30/2021,25.07128296,4.142881025,20.87627411
3/31/2021,22.72843831,5.293255573,14.21396891
4/1/2021,21.7086426,5.862386739,3.330535889
4/4/2021,23.98671367,2.283139101,10.64056396
4/5/2021,25.5179484,1.740504998,24.46258545
4/6/2021,24.50222676,2.878018615,40.05470276
4/7/2021,23.21671956,2.089583099,34.44361369
4/8/2021,24.31929423,2.476070424,26.14453634
4/9/2021,25.24089966,1.506768656,11.86904907
4/10/2021,27.12040864,2.378226919,8.131752014
4/11/2021,27.79013468,2.009305396,11.80168152
4/12/2021,27.38442891,2.515745757,18.53589376
4/13/2021,28.11388041,2.405872369,17.72198995
4/14/2021,28.86095072,3.185245529,9.602127075
4/15/2021,22.45096741,2.770252745,57.49857585
4/16/2021,22.27445374,2.123600804,53.85640462
4/17/2021,18.29881693,1.945474286,80.83880107
4/18/2021,21.93694459,1.555667818,62.26570129
4/19/2021,24.71498006,2.451381291,29.31602478
4/20/2021,24.93514913,1.292985245,37.31168111
4/21/2021,23.13696695,1.961677828,51.09219869
4/22/2021,20.4361206,3.588282839,66.3726298
4/23/2021,21.41670126,1.485084192,54.5786794
4/24/2021,25.04848633,2.295652109,36.65761312
4/25/2021,28.49035645,1.647565131,13.14413452
4/26/2021,29.77120361,1.857431328,7.204081217
4/27/2021,30.8570801,1.754337837,7.234573364
4/28/2021,31.68670044,2.166378878,2.915802002
5/3/2021,31.80739746,1.577018373,5.480804443
5/4/2021,31.68122762,3.408096676,14.1910553
5/5/2021,27.90290221,1.16648308,44.10639445
5/6/2021,29.52942301,2.161427173,27.52286275
5/7/2021,30.12963257,1.479598465,12.97688802
5/8/2021,30.62329101,1.437329486,11.97875977
5/9/2021,31.01061401,1.46079903,12.80131022
5/10/2021,31.80495605,1.646636135,13.67973328
5/11/2021,27.10343323,1.333936043,47.75850932
5/12/2021,30.43568726,2.122009123,18.68884277
5/13/2021,27.06898397,1.941795381,33.1287384
5/14/2021,29.41901551,2.484111907,24.05680339
5/15/2021,27.98736471,2.051632489,30.21115621
5/16/2021,30.16763714,1.73619783,4.325459798
5/17/2021,30.08028567,2.120450563,5.931777954
5/20/2021,31.08558807,2.434246757,21.98741913
5/21/2021,29.47029012,1.383669698,9.201660156
5/22/2021,30.96804199,0.372368157,4.239959717
5/23/2021,26.70690816,2.895146973,33.52249146
5/24/2021,29.66183624,3.433986036,14.9079895
5/30/2021,33.7950684,2.863490971,5.164184571
5/31/2021,34.46265055,1.062075741,10.50343831
6/1/2021,31.67927958,2.392805326,14.10100301
6/2/2021,32.16387329,1.673492501,18.83626302
6/3/2021,29.62012634,4.127488138,50.63184102
6/4/2021,32.84608867,1.544810297,30.02174377
6/5/2021,34.3898051,1.114579984,20.36588033
6/6/2021,35.54769287,2.116894044,10.98842621
6/7/2021,36.0458313,1.803486437,10.11850993
6/8/2021,37.75295412,1.551840505,5.833282471
6/9/2021,37.92476807,1.571396228,5.210418701
6/10/2021,38.87890015,1.212016387,7.275085449
6/11/2021,36.88386942,2.222861595,20.93640645
6/12/2021,35.54855499,1.232839264,16.98379517
6/13/2021,30.81908061,3.354865448,39.61598714
6/14/2021,31.7771698,2.16886065,39.62778727
6/15/2021,31.68140055,1.951942421,23.01300049
6/16/2021,32.14926147,2.544934928,15.87524414
6/17/2021,32.03552144,1.079604615,10.97020467
6/18/2021,32.68518982,2.892766275,4.284744263
6/19/2021,33.76073608,1.545265727,6.1302948
6/20/2021,32.47457784,2.007645979,22.07949321
6/21/2021,32.61655069,2.10009189,12.24945068
6/23/2021,35.35384521,1.313376514,0.348815918
6/25/2021,34.88278605,2.135177527,5.464223226
6/26/2021,32.62493286,1.82838349,20.40133158
6/27/2021,34.63097534,1.546699371,13.11027527
6/28/2021,34.77559814,1.664354253,7.772725422
7/1/2021,36.93248901,1.116036327,6.572494507
7/2/2021,35.53468221,1.824121258,9.864654541
7/3/2021,34.27047119,2.505735195,15.62466939
7/4/2021,35.47650756,1.46285761,15.85302734
7/5/2021,34.2688029,1.761158667,15.97038269
7/6/2021,35.42212321,1.962470042,7.286834716
7/7/2021,36.14411316,0.990504953,5.507736206
7/8/2021,35.28225098,2.108342375,12.72359212
7/9/2021,36.91332398,3.742173391,20.79437256
7/10/2021,33.52280071,3.059791862,48.56534322
7/11/2021,32.89475403,2.439769952,56.63317362
7/12/2021,26.07917175,4.269628748,86.39849345
7/13/2021,29.02033387,1.630475229,65.85116069
7/14/2021,25.42569885,1.502050994,86.74756368
7/15/2021,32.84171956,1.79042891,51.26238505
7/16/2021,33.42650757,2.043410325,57.99285889
7/17/2021,34.27219035,2.020372558,54.63137309
7/18/2021,35.57121175,1.616945912,48.47811381
7/19/2021,27.3559967,3.606867083,80.61912537
7/20/2021,26.7488088,2.067445131,78.42470805
7/21/2021,27.38611246,1.429434725,78.11531067
7/22/2021,31.308196,1.666278369,54.36808268
7/23/2021,32.7027781,1.505085525,51.39727275
7/24/2021,33.90217997,1.780492998,53.42821757
7/25/2021,33.45683696,1.584536478,64.32802836
7/26/2021,31.19114075,1.957770398,77.18775431
7/27/2021,29.12192687,2.196999675,82.69640605
7/28/2021,27.70927327,3.294815322,85.2995046
7/29/2021,30.02014058,1.814516785,67.18223572
7/30/2021,30.6484314,2.487068207,70.64666748
7/31/2021,29.85256856,1.459318338,69.05723572
8/1/2021,32.40968221,1.567326454,56.73581441
8/2/2021,32.05333353,1.405584176,58.76948039
8/3/2021,32.79959513,1.880466677,60.14600118
8/4/2021,29.28730673,0.988774777,71.14448547
8/5/2021,32.69076945,2.048751081,59.88637288
8/6/2021,29.84932862,2.021189624,65.65185547
8/7/2021,32.22231954,1.713823562,59.15405273
8/8/2021,32.29052123,1.665577469,64.45933024
8/9/2021,30.61966858,1.708061532,64.47540283
8/10/2021,32.37218628,1.483380578,53.6558787
8/11/2021,33.14752604,1.402080875,54.0973409
8/12/2021,33.76518656,1.523236821,55.76113383
8/13/2021,33.30661927,1.403084916,51.36281331
8/14/2021,28.88482564,1.130790295,60.30390422
8/15/2021,27.00495809,1.070304279,67.48522441
8/16/2021,32.24994303,1.856048073,32.3164622
8/17/2021,33.23532003,1.828662641,34.24151103
8/18/2021,34.21617534,1.46884005,29.42657471
8/19/2021,34.90811564,1.816043947,26.65377299
8/20/2021,34.70048929,2.019726207,22.97172546
8/21/2021,33.98286337,2.038990695,24.24341838
8/22/2021,33.1892741,1.457983422,39.27818298
8/23/2021,34.14363505,2.039301075,38.18677266
8/24/2021,35.53436686,2.233968403,33.35787455
8/25/2021,35.70078939,1.188868689,31.36441549
8/26/2021,34.77463684,1.619875858,39.60492452
8/27/2021,35.61581828,1.749398119,31.51850382
8/28/2021,30.47115479,1.11536419,54.58468119
8/29/2021,30.94794617,1.615787877,50.91219584
8/30/2021,30.11943969,1.655001689,55.90321859
8/31/2021,28.2771342,1.426065673,59.07318115
9/1/2021,32.31916707,2.546745211,38.10501099
9/2/2021,32.73632711,1.954094921,32.96722412
9/3/2021,32.98436381,1.678267584,31.5469869
9/4/2021,33.07689819,2.081839504,35.45468648
9/5/2021,33.28419392,1.833066587,37.72504171
9/6/2021,33.98197836,1.544242602,37.30873108
9/7/2021,33.09427796,1.771402497,46.10689799
9/8/2021,25.1817159,2.72833555,87.09416707
9/9/2021,28.58695882,1.510259124,70.76665243
9/10/2021,27.9225708,2.329989402,73.42066447
9/11/2021,27.40152893,2.133532862,74.74878947
9/12/2021,28.70549927,1.274580575,62.9292806
9/13/2021,30.89987082,1.669264025,55.77359517
9/14/2021,31.54699606,2.113623701,53.584493
9/15/2021,32.1249532,2.626826706,50.96130371
9/16/2021,32.3823995,2.840752305,44.65024312
9/17/2021,31.26962178,2.17912782,53.08392843
9/18/2021,31.18555603,1.702782885,61.71073914
9/19/2021,32.89597475,1.393768151,48.31550598
9/20/2021,31.99377848,1.632018395,52.42215474
9/21/2021,29.26940816,1.586025081,64.57514445
9/22/2021,31.1850881,1.928432263,43.27756246
9/23/2021,28.88820801,2.180306239,56.62305196
9/24/2021,29.81749369,1.998637021,52.81496684
9/25/2021,31.42115173,2.763587441,44.47273255
9/26/2021,31.85483703,2.083795786,41.48549398
9/27/2021,32.34158223,2.089641565,42.17389425
9/28/2021,33.33845418,2.476935791,38.64240011
9/29/2021,32.25762838,1.749897343,48.98048401
9/30/2021,31.44307861,2.214450142,55.21430969
10/1/2021,30.34253337,1.932224886,57.3009491
10/2/2021,28.8816213,0.838712279,61.8216451
10/3/2021,29.23713073,2.176309712,55.06314596
10/4/2021,29.93881632,1.8494354,52.76809692
10/5/2021,28.82756958,1.775898757,51.31568909
10/6/2021,30.43678691,2.623750161,35.46300252
10/7/2021,30.37728271,2.136086427,29.51766968
10/8/2021,30.28776449,2.057083095,36.33621216
10/9/2021,31.17945252,2.388686102,27.82615662
10/10/2021,26.296757,2.530720503,43.40049744
10/11/2021,26.51566467,3.07986607,41.76450094
10/12/2021,28.21481222,2.204010437,28.89086405
10/13/2021,28.89308065,2.357363313,21.13591512
10/14/2021,29.15778809,2.315744916,18.72653198
10/15/2021,29.78833923,1.966752646,5.780944824
10/16/2021,30.10152588,1.254842666,3.769378662
10/17/2021,27.47290445,5.129508139,35.95397949
10/18/2021,26.79906616,2.391231775,29.75400289
10/19/2021,27.34650066,3.533324504,26.38262431
10/20/2021,28.10938721,1.903431878,16.90615845
10/21/2021,28.75242513,2.139915871,15.6233724
10/22/2021,26.6442454,4.851011163,32.85736084
10/23/2021,20.50131123,1.092168146,62.33627319
10/24/2021,17.22745665,2.121457282,71.82818095
10/25/2021,20.86277161,1.890207176,56.43236796
10/26/2021,22.61658122,1.466862899,39.68241374
10/27/2021,23.45747782,2.258451739,39.45780436
10/28/2021,23.90834452,1.239643163,32.34848022
10/29/2021,24.43103943,1.332673876,23.00493876
10/30/2021,24.28647766,3.201438698,17.00551351
10/31/2021,24.39673767,2.181919945,14.90229289
11/1/2021,23.09989827,1.089332069,19.01189168
11/2/2021,23.31525574,1.014893926,15.91011047
11/3/2021,22.8732137,0.897945992,22.54549662
11/4/2021,22.15125937,1.066116513,24.91589864
11/5/2021,20.17073975,3.170513734,47.82079061
11/6/2021,21.84643962,2.835624223,27.1921285
11/7/2021,23.06648661,2.257505822,11.02152507
11/8/2021,22.37307129,2.101367763,13.34739685
11/9/2021,22.59199677,1.27045254,17.34653473
11/10/2021,23.73476562,1.238941451,18.36443583
11/11/2021,23.14035441,2.441445994,20.48085531
11/12/2021,22.85213623,2.413655779,13.65066528
11/13/2021,22.37608643,1.53345232,14.92138672
11/14/2021,22.01081746,1.247489432,9.965845744
11/15/2021,20.95128275,2.531091624,21.66193644
11/16/2021,21.54437663,1.110120032,15.40870666
11/17/2021,21.03031311,1.014753091,20.41353861
11/18/2021,20.59591064,1.711132379,20.61205546
11/19/2021,20.11535034,2.590571673,27.66601562
11/20/2021,20.32999573,1.627575893,30.07781982
11/21/2021,20.2321818,2.384925604,30.13191223
11/22/2021,20.62319845,2.642286124,15.56177775
11/23/2021,20.99218139,1.38724114,16.8218689
11/24/2021,20.76644287,0.872030709,32.17081706
11/25/2021,20.35815837,1.877065445,38.41725667
11/26/2021,20.40966695,1.149637021,24.36075846
11/27/2021,19.32132873,1.083436406,42.25850423
11/28/2021,19.35902812,1.484700918,32.14027405
11/29/2021,19.3738088,2.23508717,40.56416829
11/30/2021,19.47173971,2.190084205,24.65360006
12/1/2021,19.09068196,0.64085244,33.17006429
12/2/2021,19.11211548,1.226874261,38.74524434
12/3/2021,19.75283711,1.032715988,32.29054769
12/4/2021,20.42778422,1.685897848,28.59280904
12/5/2021,15.32969565,3.211151722,79.46645101
12/6/2021,16.99882914,2.423121118,61.79425558
12/7/2021,17.71564636,1.51783468,52.15179443
12/8/2021,18.11148479,1.879570232,38.12421163
12/9/2021,18.73153076,1.911036716,38.65943909
12/10/2021,18.50915935,1.914043957,30.35855611
12/11/2021,17.51937764,1.02394997,30.29680888
12/12/2021,15.23728841,0.655402679,42.26430257
12/13/2021,15.16690979,1.072576585,43.74791463
12/14/2021,13.7222585,1.826256898,62.28207906
12/15/2021,13.85960287,0.773338434,55.36173503
12/16/2021,12.52883301,1.590261163,54.90076701
12/17/2021,12.33930867,2.605233492,54.4841512
12/18/2021,13.78418885,1.089296481,40.17450968
12/19/2021,14.08686218,1.069796252,40.48983256
12/20/2021,13.8534078,1.394906295,42.27750142
12/21/2021,14.93236694,1.390055087,40.91827393
12/22/2021,15.83274232,0.726847026,43.9331309
12/23/2021,17.37665202,1.82181711,36.13123576
12/24/2021,17.88036499,1.172301943,38.47671509
12/25/2021,17.02157492,1.053188414,44.478302
12/26/2021,13.1406189,1.162824389,70.72799683
12/27/2021,13.02777507,1.619144305,71.15079244
12/28/2021,13.973408,2.788208759,53.99096171
12/29/2021,15.37549744,2.301812125,31.14550273
12/30/2021,15.41961568,1.011107182,32.18571981
12/31/2021,15.69110005,1.917762572,28.15241496
1/1/2022,13.96493937,1.161483914,37.28182475
1/2/2022,15.98710022,1.812423175,43.77360026
1/3/2022,14.40628459,1.52315524,53.62388611
1/4/2022,11.89212444,3.457352374,83.8369751
1/5/2022,10.31636963,3.062467508,89.53539531
1/6/2022,11.34087016,0.743764896,89.89639282
1/7/2022,11.83908997,1.706660019,90.37475586
1/8/2022,10.57384644,3.007899858,87.5087738
1/9/2022,12.89470317,1.862920855,70.87071737
1/10/2022,13.27587789,1.39088131,67.92599996
1/11/2022,15.42735189,1.922076487,47.43110657
1/12/2022,15.80407105,1.14332232,39.25849914
1/13/2022,15.22612407,0.896233031,31.64321899
1/14/2022,15.00367635,1.815930827,39.78416443
1/15/2022,13.83511759,0.991474029,47.3416392
1/16/2022,14.33980204,1.221619247,45.48505147
1/17/2022,13.55971171,2.754131608,66.00270589
1/18/2022,15.05183308,2.435492841,62.39718119
1/19/2022,12.24418538,2.227848664,79.8500824
1/20/2022,14.02312113,1.47664425,72.28329976
1/21/2022,13.00994263,1.279112144,86.0945638
1/22/2022,9.844145718,2.301357515,88.37979635
1/23/2022,10.26796367,2.163358256,84.24331665
1/24/2022,13.79114685,1.395745106,68.17209879
1/25/2022,14.17917785,2.716605337,67.70848592
1/26/2022,14.76698201,2.064640962,51.99920654
1/27/2022,14.66135051,2.366311957,47.65078227
1/28/2022,15.16939189,1.899396256,27.72476196
1/29/2022,16.59318441,1.947741839,35.44759115
1/30/2022,17.2668752,2.371682582,32.66853333
1/31/2022,16.88372701,1.38335776,43.42870077
2/1/2022,16.66696065,3.331692597,44.68121847
2/2/2022,14.76957092,1.037162752,47.10721334
2/3/2022,12.95594686,1.416108426,71.1882019
2/4/2022,11.86808167,1.258620271,75.07062276
2/5/2022,13.93581034,2.244388946,62.35877991
2/6/2022,14.71364238,1.048323098,61.00067139
2/7/2022,16.24367167,1.473683105,51.93166097
2/8/2022,17.42415263,1.281544751,36.35795593
2/9/2022,16.67256571,3.007897253,35.26095072
2/10/2022,17.11190185,3.229428808,27.63959249
2/11/2022,17.42990011,2.987842477,25.64521789
2/12/2022,18.7063741,1.664628878,14.43244934
2/13/2022,18.80470684,1.440833295,29.65756734
2/14/2022,18.64463196,1.390107896,39.06196594
2/15/2022,19.2804657,1.180530866,35.45049032
2/16/2022,19.04589233,2.021909669,38.88081868
2/17/2022,18.06515401,1.630359093,37.49443054
2/18/2022,18.35501505,2.653186003,34.37652588
2/19/2022,19.24556376,2.420651731,21.3260142
2/20/2022,19.26805522,4.95314482,21.48562113
2/21/2022,20.82224935,1.453268519,4.959615071
2/22/2022,18.13330995,4.054381514,44.97993469
2/23/2022,12.16004842,1.963152772,87.8351593
2/24/2022,16.03104553,0.826144967,75.58077494
2/25/2022,12.66063842,3.595609488,82.12931315
2/26/2022,14.62577209,2.221418535,70.58835347
2/27/2022,16.51880289,2.521427118,52.61540731
2/28/2022,17.99000448,1.562500071,33.62312317
3/1/2022,19.3806193,1.659185092,47.35145569
3/2/2022,20.48737488,1.605772966,43.3946228
3/3/2022,15.42603963,4.198454236,75.54946899
